U+4E00: yī  # 一
U+9E23: míng  # 鸣
U+9E25: ōu  # 鸥
U+9E26: yā  # 鸦
U+9E2D: yā  # 鸭
U+9E3D: gē  # 鸽
U+9E42: lí  # 鹂
U+9E43: juān  # 鹃
U+9E45: é  # 鹅
U+9E4A: que  # 鹊
U+9E4C: ān  # 鹌
U+9E51: chun  # 鹑
U+9E70: yīng  # 鹰
U+9E7C: jiǎn  # 鹼
U+9E7D: yán  # 鹽
U+9E7F: lù  # 鹿
U+9E97: lì  # 麗
U+9EA5: mài  # 麥
U+9EA6: mài  # 麦
U+9EBB: má,ma  # 麻
U+9EBC: me  # 麼
U+9EC3: huáng  # 黃
U+9EC4: huáng  # 黄
U+9ECE: lí  # 黎
U+9ECF: nián  # 黏
U+9ED1: hēi  # 黑
U+9ED8: mò  # 默
U+9EDE: diǎn  # 點
U+9EE8: dǎng  # 黨
U+9EEF: àn  # 黯
U+9EF4: méi  # 黴
U+9F13: gǔ  # 鼓
U+9F20: shǔ  # 鼠
U+9F3B: bí  # 鼻
U+9F4A: qí  # 齊
U+9F50: qí  # 齐
U+9F52: chǐ  # 齒
U+9F61: líng  # 齡
U+9F7F: chǐ  # 齿
U+9F84: líng  # 龄
U+9F8D: lóng  # 龍
U+9F90: páng  # 龐
U+9F99: lóng  # 龙
U+9F9C: guī  # 龜
U+9F9F: guī  # 龟
